,neg,neu,pos,compound
which one should i get 75hz ultrawide 2560x1080 monitor no plan to upgrade thinking rx5700xt or 2070 super leaning to rx5700 due to price,0.081,0.775,0.144,0.4019
i just want a gpu that can play every game at high settings,0.0,0.709,0.291,0.4019
i have been pressing f5 for a few minutes waiting for the reviews hopefully gonna buy the 3070 in thursday,0.0,0.863,0.137,0.4019
hopefully there is more than 1 card in stock worldwide,0.0,0.748,0.252,0.4019
is there any way to buy a founders edition in europe help,0.0,0.787,0.213,0.4019
very helpful vid im thinking hard on my next purchase i currently have a semi decent cpu i59400 and a 1080p 144 fps monitor i also have a 650w gold psu,0.049,0.842,0.109,0.4005
just picked up one of these from microcenter to replace my 1070 i m very excited to try it out,0.0,0.863,0.137,0.4005
first time watching this mate you need to spice it up be more excited about the video cant be so monotone,0.0,0.881,0.119,0.4005
3070 with the i713700k is pushed to its maximum but works well,0.0,0.806,0.194,0.3919
nothing can steal amds thunder tomorrow go team red,0.0,0.753,0.247,0.3875
gn reached a new level of expertise,0.0,0.526,0.474,0.3818
id say the 3070 is the best bang for buck especially now that navi just dropped and the 3070 is cheaper then big navi but still has 2080ti performance what were amd thinking,0.0,0.925,0.075,0.3818
about 600€ for 3070 and 800€ for 3080 in finland priceyy have to hope amd manages to put some serious competition on the field,0.05,0.84,0.111,0.3818
i love nvidia but man their tactics around their own cards has been shady af this launch,0.0,0.852,0.148,0.3818
so i have a 2060 so i d be seeing a huge jump in fps so i ll probably start saving up and buy a partner card,0.0,0.881,0.119,0.3744
what i should buy right now nvidia has the broadcast app which is awesome i was thinking about buying this 3070 card but out of stock every where,0.0,0.907,0.093,0.3716
yeah im saying good bye to my rx480 8gb card and getting the 3070 power consumption is within 50 watts i have a 4790k and im only at 1080p 144hz but i will upgrade my whole machine within the next year or so but a 3070 is going to go along ways towards getting higher fps in squad,0.0,0.936,0.064,0.3716
him it is a great time to be a gamer me yeh coz u have all the cards sitting on your desk which we are just hoping to be able to get the 3070 founders edition at msrp or even a 2060 super to be back on stock oh yeah well just found out today that they might start the production of 2060 and 2060 s again but those fuckers are gonna sell it at a same price as 3060ti and 3070 fe great job nvidia then why tf did u stopped the production of 2060 oh absolutely to increase price im so dumb,0.113,0.727,0.159,0.3623
i would like to see average percentage comparison across all the tested games not only the shown ones,0.0,0.865,0.135,0.3612
the gamers nexus steve fe runs faster the hotter it gets imagine that looks like the secrets been unlocked,0.0,0.878,0.122,0.3612
weve gotten a big haul of 3070s here in sweden now like i saw 60 units available ofc i bought one,0.0,0.872,0.128,0.3612
so you said the 3070 is overkill what do suggest is the next immediate step down new to pc gaming thank you,0.0,0.894,0.106,0.3612
id like a 3070 to replace my ancient gtx 760 a small upgrade i know,0.0,0.815,0.185,0.3612
any thoughts on the longevity of a 8gb card like this,0.0,0.783,0.217,0.3612
well my only question regardless all these tests will all these cards l be available to purchase theyre all good but the downfall right now is availability,0.0,0.873,0.127,0.3612
i like how sometimes linus is the center of every tech youtuber every tech youtuber knows about him,0.0,0.865,0.135,0.3612
hi need advice if which one to get this will be my 1st gaming pc the 3060 ti vs 3070 thank you,0.0,0.894,0.106,0.3612
i really see that subscribe button with 1m in a future keep it like that,0.0,0.828,0.172,0.3612
people did say u need more power than what they recommend for that,0.0,0.815,0.185,0.3612
how come i have like 80100 fps in apex with ryzen 5600x and rtx 3070 in 1440p,0.0,0.857,0.143,0.3612
my power efficiency pc game config on dez 2021 motherboard atx gigabyte z590 ud ac supporte pcie 40 170,0.0,0.878,0.122,0.3612
strangely enough happy birthday used to be copyrighted d,0.185,0.504,0.311,0.3612
thank you for the review now i just need to figure out whether or not im unhappy enough with my 1080tis performance to upgrade meh i should probably just drop down to high settings,0.094,0.773,0.133,0.3468
i love how i look at these benchmarks for r6 siege and see almost 300 fps at 1080p for the 1080ti and i m struggling just to get my 1080ti to stay at 144fps,0.08,0.8,0.12,0.34
this isnt overkill for 1440p 165hz i value a smooth higher refresh rate over high res any day,0.0,0.862,0.138,0.34
i play on 1080p and have ryzen 1800x should i get 3070 or should i go for 3080 for future proofing,0.0,0.876,0.124,0.34
yeah were gonna get scalped to death on launch day great upgrade card finally,0.184,0.519,0.297,0.34
damn i was making a video about blender performance of 3070 only to found out i was late great review as always,0.113,0.714,0.172,0.34
6 months from now theyll come out with the super series at the same price so ill take my time with a purchase and maybe check out the amd benchmarks in the meantime as well,0.091,0.757,0.151,0.3365
dont waste your money on the rtx 3070 so many people buy the 3090 it sells out even though it is 3x the price,0.0,0.908,0.092,0.3252
got myself in an awkward predicament i upgraded my 2060 to a rx 6800 almost 3 weeks ago and also rocking an i9 12900k the performance increase has been nice when it works games with newer architectures such as dx12 fantastic however since a lot of games use dx11 and older it has been a huge hit or miss when it comes to performance varying from weird artifacts to really bad fps drops and stutters,0.129,0.738,0.133,0.3197
laughed so hard to that 12pin adapter sticking out,0.145,0.599,0.257,0.3197
the lower end gpu s20605700level under by amd and nvidia are going to be to be fascinating,0.106,0.725,0.169,0.3182
i dont know why they havent done this kind of design before ive always thought why have the card blow out the sides instead up and then rear fan blow it right out,0.0,0.931,0.069,0.3182
centric when comparing small cases could you consider evolv shift or evolv shift x please,0.0,0.85,0.15,0.3182
i still feel like nvidia is ignoring power efficiency and using too much power for their cards,0.13,0.628,0.242,0.3182
230 you need another fan on you cpu cooler the be quiet dark rock pro has 2 fans to make it a push pull cooler,0.0,0.905,0.095,0.3182
curious as to how efficient energy usage among your audience is compared to 40dba normalized screaming from lack of stock,0.181,0.554,0.266,0.3182
amd rx 6700 series need huge leaps in order to match or beat the 3070,0.0,0.859,0.141,0.3182
bro where can i get the 3070 that you have in that video with that same design your link gives me different companies 3070 s please give me a link or website,0.0,0.924,0.076,0.3182
my amd rtx 3070 runs great imo but then again i m a noob,0.101,0.7,0.198,0.3071
seen other videos saying don t buy the 3070 or the 3070 ti i honestly don t know what they are talking about it s like they are telling us don t waste our money on this and buy the 3080 instead i honestly would like to but the price was way over my budget and of course an overkill the 3070 ti which i have is just right for my needs it does just as the same as the 3080 in my opinion only except the rates are little lower,0.047,0.869,0.084,0.3048
gamers nexus it is ok buy it if you need it and preferably if you are running something from 5 years ago linus why havent you bought this yet,0.0,0.925,0.075,0.296
is 70 degrees for 3070 ok for long time lifespan,0.0,0.804,0.196,0.296
nvidia on 20 series ok so heres the 1080ti mk 2 mk 3 mk 4 and mk 5 nvidia on 30 series,0.0,0.885,0.115,0.296
ok i wonder how this gpu will do in minecraft with shaders,0.0,0.82,0.18,0.296
quick babe wake up gn posted about the 3070,0.0,0.784,0.216,0.296
625 you dont need more than this 724 what more do you want i want 500 fps,0.0,0.817,0.183,0.2795
the only ability that matters is availability without that then it doesnt really matter nvidia has a card roughly equal to a 2080ti for 500,0.052,0.81,0.138,0.2753
it warms my soul to see nvidia sent their entire stock of 3070s to yt reviewers d,0.0,0.877,0.123,0.2732
ill be waiting until 2021 before purchasing this card itll be back in stock by then plus itll be great replacement card to my 1070 the data backs up the evidence,0.111,0.776,0.114,0.2732
do you think the nzxt h1 case would work well with the rtx 3070 fe,0.0,0.87,0.13,0.2732
will an asus rog strix rtx 3080 oc fit in a p400a digital idk which airflow case to get for my card,0.061,0.83,0.109,0.2732
cpu 10900k that aged well,0.0,0.656,0.344,0.2732
well they are gonna be released next year you say,0.0,0.811,0.189,0.2732
can you test it on minecraft nostalgia shaders i wanna see how well it will run,0.0,0.87,0.13,0.2732
guess i shouldve bought a 3070 rather than a 3080oh well,0.0,0.769,0.231,0.2732
wanted a nvidia card when they announced pricesnow lve seen the real prices well over rrp lm going amd insteadhad enough of nvibias prices,0.0,0.913,0.087,0.2732
hi i really liked the video and the content you have done so far so i subscibed but which graphic crads did you prefer then,0.0,0.915,0.085,0.2609
working on an all white build here will be watching for the gigabyte rtx 3070 vision,0.0,0.882,0.118,0.25
i just returned my 3070 to best buy yesterday bc i saw your video saying i wasted my money i just bought it and didnt even install it took me over a year to find too,0.088,0.797,0.115,0.25
this year im going to navigate because i dont like what nvidia is doing attracting possible customers with products that nobody can have so i will show that they are not the only ones on the market,0.055,0.864,0.081,0.2477
i imagine the rtx 2080 ti will age better considering not only the higher vram but higher memory bandwidth,0.0,0.897,0.103,0.2382
i think 6800xt is the smart buy 16 gigs and 3080 performance plus all these cards with minimal vram 8gb 10gb keep us spending money every year or every other year even if you play 1080p games would grow into the performance peaks eventually so if your tired of paying so often go big and coast for awhile thats my plan im gonna overshoot and take a break from the spending grind my eyes are set on a 3080 tho gddr6x,0.038,0.901,0.061,0.235
the 3080 tuf cooler still surprises me how is that even possible at that noise level,0.0,0.888,0.112,0.2263
currently running a 3060 xcis the upgrade to 3070 worth it at msrp,0.0,0.853,0.147,0.2263
is an upgrade from a gtx1060 worth it,0.0,0.759,0.241,0.2263
could you make a bottleneck test video for this card pls i would like to know if my 3600 is enough i dont think so but,0.0,0.879,0.121,0.2263
i dont know if anyone will see this or know but i have a gigabyte rtx 3070 with a ryzen 7 2700x and i get terrible fps im talking 3060 fps on all low settings and less than that on all high i wanted this to be a good graphics card because i havnt had a good one but when i get one it doesnt change anything,0.102,0.782,0.116,0.2263
all he said is true but he forgot to say its only 8 gb memory which is programmed obsolescence,0.0,0.899,0.101,0.2263
cant stop watching the ram led animation 41,0.0,0.788,0.212,0.2235
very cool review i liked the part where you were too scared to put the 2080ti fe and that you tested a strix with an oc but didnt test the 30xx cards with ocs,0.056,0.834,0.11,0.2212
overkill for 1080p how many new aaa games can this 3070 push to 144 or higher fps on high or ultra settings at 1080p and what happens if you turn on ray tracing overkill for 1080p yes but not for 1080p,0.0,0.956,0.044,0.2144
i really need a gaming experience and how pc hopefully i can get one but probably not,0.0,0.875,0.125,0.2144
i find the 30 pwm thing interesting i can run my case fans at 20 and sometimes 1 of them stopped spinning at that setting so it was borderline,0.066,0.839,0.094,0.2023
thank you for finaly mentioning the legendary 970gtx no other tests even mention this card anymore while it still has a market share according to steam the 35 gig is seriously lacking going over 1080p though i suppose the time has come to open my wallet again,0.079,0.827,0.095,0.2023
thank you so much for including the 1070 in there now the dilemma wait for a 3080 to show up or jump on the 3070 bandwagon,0.062,0.846,0.092,0.2023
in the first few minutes steve said this is fine almost as many times as intel said 4700u,0.0,0.904,0.096,0.2023
pricing here converted to usd is around 700usd to 850usd that is if you can buy them fe is a bit cheaper at about 650usd too much money for me when my 2070 still works fine,0.0,0.95,0.05,0.2023
i just came home after buying an rtx 3070 and this comes into my recommended,0.0,0.878,0.122,0.2023
don t waste your money  pc centric pc centric it s a good card with a competitive price,0.152,0.598,0.25,0.2023
me playing apex at 160fps with my geforce 1060 3gb and watching this vid,0.0,0.878,0.122,0.2023
would my i7 8700 non k with a 3070 on 1440p be fine,0.0,0.847,0.153,0.2023
may actually go for a 3060ti since im a casual gamer,0.0,0.816,0.184,0.2023
i would like to see maybe 12 less game fps charts but additionally a fpsw chart,0.0,0.881,0.119,0.1901
so sad i cant get that fe model in my country its so pretty,0.183,0.594,0.222,0.1836
i love nvidias new virtual line of products that only exist on reviews and how to attempt to destroy one of the only 100 cards that exist videos,0.107,0.765,0.128,0.1779
i get what youre saying that most gamers dont need a 3080 to play most of the aaa titles these days what about in 2 or 3 years i know we cant predict the future or even guess how its gonna go but you can still get a 3070 or 3080 so you dont have to upgrade as often,0.0,0.968,0.032,0.1779
imagine casually pulling an rtx 2080 or a 5700xt out of a shelf behind you loaded up with a lot more of the same,0.0,0.922,0.078,0.1779
i actually got an fe off of amazon,0.0,0.779,0.221,0.1779
i think my 5 year old pc can play apex legends like butter the games that these cards need tested on are flight simulator squad star citizeni know sc isnt fully optimized but stillapex legends is a butter game,0.048,0.862,0.09,0.1535
idk what to get i play my games on 1920 x 1080 my current system is old had it for almost 5 years now idk what graphics card to get 3060 3060 ti 3070 3070 ti 3080 or 3080 ti,0.071,0.867,0.061,0.1531
im not liking the vram downgrade from last gen i rly liked my evga 2070 and with 2 fans it ran at a max temp of 60 to 64c and 70c with a 250mhz overclock pushing my card to over 2000mhz,0.056,0.874,0.07,0.1386
cant wait for your review of the new amd graphics card i can see the title dont bother with nvidia you need this amd in your rig,0.054,0.872,0.074,0.1371
nice clickbait title enjoy my 1 view 1 dislike and me removing from watch history so no more are suggested,0.215,0.55,0.236,0.1365
still feeling the 2070 shaft i got at launch might wait for 4000 series,0.0,0.889,0.111,0.128
as a 970 user im freaking ecstatic,0.277,0.396,0.327,0.128
what about 770 holderson jk i know its time to upgrade my 770 has been a trooper though will have to give it a respectful resting place hoping to get fe in nz but nvidias snubbing us hard,0.101,0.763,0.136,0.1027
ill just stick to my trusty old 1050ti and get a ps5,0.187,0.6,0.213,0.1027
don t waste your money  laughing in 360hz waiting for 3080,0.2,0.571,0.229,0.1027
i think what we all want to see this compared to is the 2080ti the 2070s and the 5700xt,0.0,0.929,0.071,0.0772
i had the dutch nvidia store page open at the moment of the release and no founders edition cards came available not even for a minute i long back to the days where board manufacturers sold the founders edition cards under their own names looks like i have to stick with my msi gtx 1080 founders edition for a bit longer,0.037,0.92,0.043,0.0772
i have a question what is the cable adapter that you use for the 3070 i just got one and i want the cable to be here when i put it in,0.0,0.952,0.048,0.0772
so should i get the 3070 or no i have a gtx 1060 is there better options i m willing to pay 600,0.167,0.698,0.135,0.0772
i want an rtx 3070,0.0,0.698,0.302,0.0772
why do i need it because i want it,0.0,0.822,0.178,0.0772
people will always buy what they want to buy,0.0,0.86,0.14,0.0772
i just want to upgrade from a 1060 bru,0.0,0.822,0.178,0.0772
question time because you have so much data and gpu test could you do a big list with every gpu tested on the same set on benchmark i do not know how hard it would be to set up so its more a question than anything,0.0,0.97,0.03,0.0762
guys im getting only 90 frames i know you guys are not going to like this in fortnite i played it for testing purposes and only got 100130 fps on 1080p i have a ryzen 7 3800x and a b550 motherboard with a 750w psu any advice,0.05,0.894,0.056,0.0747
steve i have a gtx 980 reference card that i overclocked and is surprisingly not melting itself to death and still holds up decently i always think about what you say on ewaste when i look at newer gpus this year will probably be the last one for the card because its a fucking airplane but im happy i held on to it until i felt a real and logical reason to upgrade sometimes its hard to not get carried away by the moment and buy something that you think you need even tho its not entirely true,0.075,0.857,0.068,0.0713
hope i made the right choice getting this card at microcenter it was either get the 3070 now or wait and possibly get the 3080 in 2 hours when a truck comes i really wanted the 3080 i went ahead and bought the 3070 but i feel regret woulda felt like even more of a fool if i waited and they didnt have any 3080s either way i still dont know what was smarter,0.103,0.778,0.119,0.0599
can someone advise me on this i want to upgrade to the 3070 but i know i need to upgrade some other parts first what needs upgrading and what do you suggest upgrading to ryzen 3700x msi b450 gaming plus,0.0,0.968,0.032,0.0484
hey marcus i got a q for you i want to upgrade to the 3070 but i know i need to upgrade some other parts first what needs upgrading and what do you suggest upgrading to ryzen 3700x msi b450 gaming plus,0.0,0.968,0.032,0.0387
u cant waste ur money if you already have no money,0.176,0.638,0.186,0.0341
219 you say if you can fit the 2080 then you can fit the 2070 no trouble at all i think you mean 3070,0.17,0.657,0.173,0.0258
looking at how normal the shape of the mottherboard there is no way 3rd party gonna screw it up by making smaller heatsink oh wait there is inno3d,0.115,0.799,0.086,0.0258
what settings are you guys running horizon zero dawn at you say custom in the video wondering because i get drastically different numbers with my 3080 in that game i know cpu matters but the difference im seeing shouldnt be that large,0.0,0.974,0.026,0.0129
i got lucky and bought 3070 strix the performance is good but i am worried about 8gb vram in near future even in 1440p,0.109,0.741,0.15,0.0129
im still going to do 4k gaming on it i dont play fast pace games so im fine,0.107,0.785,0.109,0.0109
a card that is extremely cheap and has the same if not a slightly better fps than a 2080ti the 2080ti is over £1000 and this card is £469 this card is very worth the money,0.062,0.876,0.062,0.001
i upgraded from a gtx 970 to a colorful battleax 3070for 330 secondhand new rmaed card on 30th december paired with a ryzen 5 3600 now all that i run are in maxedout settings to reduce bottleneck as much as possible,0.0,1.0,0.0,0.0
the 1080 ti the first 4kready card the 2080 ti the first 4kready card the 30703080 the first 4kready card,0.0,1.0,0.0,0.0
cant wait to see these on ebay for 1500,0.0,1.0,0.0,0.0
with the rtx 3000 series rtx performance being practically the same as the rtx2000 series in games i wonder how amds rdnas ray tracing capabilities will compare considering leaks have it slot inbetween the 2 generations for raytracing benchmarks,0.0,1.0,0.0,0.0
the rtx 3070 coming to a scalper near you,0.0,1.0,0.0,0.0
nexus the 3080 and 3070 both have 96rops which is likely a big reason why that performance gap isnt so large,0.0,1.0,0.0,0.0
i think the 3070 will age into a 2080ti it may trail by 5 fpsto a lead of 5fps but just wait a year or two i expect it to match to 7fps higher at everything,0.0,1.0,0.0,0.0
as someone looking to upgrade from a 1060 6gb and stick to 1440p this is what i will be eventually looking at getting when they are actually available anyway,0.0,1.0,0.0,0.0
would you guys be able to add vr games to the benchmark suite nearly noone on the internet that i could find does head to head benchmarks in vr which is a space where the 3000 series cards actually shine and the upgrade might be valid,0.0,1.0,0.0,0.0
only gamers nexus gives us the details we need,0.0,1.0,0.0,0.0
for me the big dissapointment of the latest cards is the tdp and psu requirements rtx3070 is burning around the 260w mark in most cases and compared to the 2080tis 250w rating its really rather dissapointing imho for something running a smaller process node i am still waiting,0.0,1.0,0.0,0.0
2x and rtx compared to my 1070 and me upgrading to 1440p before cyberpunk is heck of a deal if i manage to grab one,0.0,1.0,0.0,0.0
there is a small upside to upgrading to a new video card sooner flipping the old one holding on to old hardware longer decreases the price you can get for it later,0.0,1.0,0.0,0.0
out in 2 days sold out 2 seconds later on ebay for 2x the price 2 minutes later outperformed by amd 2 days after that,0.0,1.0,0.0,0.0
cant wait to be able to buy one of these for christmas 2021,0.0,1.0,0.0,0.0
new gpus releases me spends entire day at work watching reviewsteardowns,0.0,1.0,0.0,0.0
took a while to get a 3070 fe but not as long as i was preparing for,0.0,1.0,0.0,0.0
if dlss 30 is able to work in any 3d rendered game title in the future 3070 will be fairly future proof even with just 8 gb of vram you could utilize mediumhigh textures and dlss would sharpen everything anyway,0.0,1.0,0.0,0.0
do you think the intel i7 10700k would bottleneck the 3070 or could you even do intel i7 9700k,0.0,1.0,0.0,0.0
rtx 3080 hard to get preordering a next gen console is also difficult hope in the summer next year they have enough in stock so you can order online without any backorder,0.112,0.805,0.083,0.0
the nvidia 3070 otherwise known as the snipe 3070 little brother to the snipe 3080 and snipe 3090,0.0,1.0,0.0,0.0
cant wait for nvidia to make a mountain bike to compete with amd,0.0,1.0,0.0,0.0
rtx 3070 is basically the goldie locks zone for 1440p they were meant to be,0.0,1.0,0.0,0.0
omg i never realized how tiny it is beside the 3080,0.0,1.0,0.0,0.0
any use going from a 2080ti to this card or should i go 3080 next year,0.0,1.0,0.0,0.0
thought it was supposed to be faster than the 2080ti,0.0,1.0,0.0,0.0
anyone know how close to these benchmarks youd get with a 10700k instead of a 10900k,0.0,1.0,0.0,0.0
this channel is criminally underrated,0.0,1.0,0.0,0.0
still gonna wait on rdna price and performance,0.0,1.0,0.0,0.0
if only they would not scrapped the 16gb variant i dont see a point upgrading from a 1070 with 8gb vram to a 2080 ti level card without an upgrade in vram i think i will build an all amd pc this time cant remember when that happened the last time early 2000s i guess,0.0,1.0,0.0,0.0
exact same system but with a 9900k how much difference in performance especially at 1440 x 3440,0.0,1.0,0.0,0.0
the real question i always ask my self when seeing an nvidia spec sheet is are the specs correct or not,0.0,1.0,0.0,0.0
bring us amd were all rooting for them,0.0,1.0,0.0,0.0
makes me wanna switch out my gtx 1080 probably gonna wait atleast until amd gets theirs out and compare,0.0,1.0,0.0,0.0
rtx 3070 just stands for the year 3070 that is when nvidia will have stock,0.0,1.0,0.0,0.0
what cpu do you think i would need do you think the ryzen 7 3600x would be enough,0.0,1.0,0.0,0.0
hey pc centric whats your thoughts about the radeon 6800 series should i wait or go for the 3070,0.0,1.0,0.0,0.0
we get it nvidia you can make a 2080 ti,0.0,1.0,0.0,0.0
can we get a 3070 itx build also how do you think rx 6800s gonna compare,0.0,1.0,0.0,0.0
now put it into the nzxt h1 and look how it does regarding thermic performance,0.0,1.0,0.0,0.0
my aorus 3070 is out for delivery upgrading my 1060 cant wait to see witcher3 and monster hunter world at max in 1440p,0.0,1.0,0.0,0.0
hey steve got a question about the card on the 12 pin connector cable is it only suppose to have connectors for only 6 of the pins there are 12 pins on the card i plugged it into my pc and it damaged my psu pc wont show anything on my monitor even on onboard graphics thanks bro m,0.049,0.901,0.049,0.0
nvidia gpu stock has left the chat,0.0,1.0,0.0,0.0
what are your thoughts on fp16fp32 etc for students starter level dlml compared to other cards,0.0,1.0,0.0,0.0
the beginning of this video got me hyped for the next couple days,0.0,1.0,0.0,0.0
my idea is you can still buy this or even a 3080 but still stay at 1080p i mean you can basically use it for years until you need to upgrade again,0.0,1.0,0.0,0.0
what custom settings are you using for horizon zero dawn when testing in 1440p,0.0,1.0,0.0,0.0
can we get a productivity test with gpu rendering using arnold in either autodesk maya3ds max,0.0,1.0,0.0,0.0
im waiting to see rtx 3070 vs rx 6800 benchmarks,0.0,1.0,0.0,0.0
it looks so small compared to the 3080,0.0,1.0,0.0,0.0
you should consider making your gamers nexus merch in america id buy tons of it,0.0,1.0,0.0,0.0
what do you guys think with this card on 3440x1440 resolution,0.0,1.0,0.0,0.0
apparently asus has released a new 2020 year version of the nvidia 710 as its actually available for sale to the general public,0.0,1.0,0.0,0.0
sensibly priced saw one at micro center today for 860,0.0,1.0,0.0,0.0
new nvidia cards have a hidden stat called availability devs have it set to 100 by default,0.0,1.0,0.0,0.0
when harry potter has given up his auror career and decided to teach wizards about computers,0.0,1.0,0.0,0.0
its faster than the 2070s but also 2x more expensive at least here in europe cant find one under 780€,0.0,1.0,0.0,0.0
it has only 8gb  me  has a 1050ti with 4gb,0.0,1.0,0.0,0.0
i ve got an intel core i7 9700k 60ghz and a 650watt power supply do you think it would be enough for a 3080,0.0,1.0,0.0,0.0
i think everyone should wait until we see what the amd cards do and since we cant get a 30 anything right now i say none,0.0,1.0,0.0,0.0
im sitting in line to pick one up now been here 9 hours cant wait,0.0,1.0,0.0,0.0
im waiting for the rtx 3070 16gb or the rtx 3080 20gb,0.0,1.0,0.0,0.0
everyone watching this review thinking theyll get one tomorrow,0.0,1.0,0.0,0.0
also what was vram usage at 1440p,0.0,1.0,0.0,0.0
im mixed up what card did nvidia pull the plug on,0.0,1.0,0.0,0.0
what do you guys think about the 8gb ram will it be enough for the upcoming 34 years,0.0,1.0,0.0,0.0
1h hour left till the radeon rx 6000 anouncement im so hyped,0.0,1.0,0.0,0.0
my 970 feels old now and it actually is d full amd this time when theyr in stock oo,0.0,1.0,0.0,0.0
which software is that for the stats overlay,0.0,1.0,0.0,0.0
is rtx3060ti gives same performance in 1080p as that of rtx3070 in 1440pplease answer it,0.0,1.0,0.0,0.0
me watching with my 3070 in after swapping it from a 970,0.0,1.0,0.0,0.0
843 put it in 1920x1080p rez and get more frames,0.0,1.0,0.0,0.0
i was browsing new sites for information about 3070 i guess after that video i dont have to anymore d,0.0,1.0,0.0,0.0
im contemplating whether should i get a 3060 ti 3070 or a 3070 ti,0.0,1.0,0.0,0.0
i forsee those in laptops with the already compact design that can probably be squished more,0.0,1.0,0.0,0.0
i have a 144hz 1080p monitor still probably going to buy this card,0.0,1.0,0.0,0.0
gonna be impossible to get our hands on one once again,0.0,1.0,0.0,0.0
thinking of using this to build my grandma a pc,0.0,1.0,0.0,0.0
the scalpers thing as gone too far this didnt happened before that tells you that is not scalpers falls but the on paper launch of this gpus,0.0,1.0,0.0,0.0
one question i have rtx 3070 which monitor should i buy wqhd or qhd for this cardi am comming from 1080p 240hz monitor,0.0,1.0,0.0,0.0
intelcorei910850k 36 ghz turboboost bis 52 ghz 32 gb ddr4ram arbeitsspeicher speicher 2x 1024 gb ssd nvidia geforce rtx 3070,0.0,1.0,0.0,0.0
time to run this on 450 watt psu,0.0,1.0,0.0,0.0
was the control performance with dlss on or was that just 4k native,0.0,1.0,0.0,0.0
its all about the pc gaming 3,0.0,1.0,0.0,0.0
would a ryzen 5 2600 bottleneck rtx 3070,0.0,1.0,0.0,0.0
i m saving up for the 3080 right now,0.0,1.0,0.0,0.0
is it compatible with the amd bicycle,0.0,1.0,0.0,0.0
i am looking to pickup the rtx 3070 fe for my current system,0.0,1.0,0.0,0.0
what monitor should i get for a rtx 3070 and a ryzen 7 3700,0.0,1.0,0.0,0.0
managed to get an 3070 eagle order in slight upgrade from r9 290x,0.0,1.0,0.0,0.0
nice review ill get one of thoseoh waitits 2020,0.222,0.556,0.222,0.0
whats the vram usage on control,0.0,1.0,0.0,0.0
im gonna get one these but the out of stock edition,0.0,1.0,0.0,0.0
so wait a minute does preordering the 3080 or one of these count as backordering,0.0,1.0,0.0,0.0
they are going for too much on ebay and others i am going to get a new card next year,0.0,1.0,0.0,0.0
now we just have to wait until next year to be able to buy this thing at msrp or close to it,0.0,1.0,0.0,0.0
gtx 960 i think it is time for an upgrade,0.0,1.0,0.0,0.0
im saving my money for rx 6800xt and ryzen 5800x,0.0,1.0,0.0,0.0
i have an rtx 3060 ti and 3070 fe which do i keep,0.0,1.0,0.0,0.0
but what card should i get for 1440p 144hz gaming,0.0,1.0,0.0,0.0
for the price of a rtx 3070 this year from scalpers obviously you can get a new rtx 2080 ti,0.0,1.0,0.0,0.0
my rtx 3070 buying experience 859 am est out of stock 900 am est out of stock,0.0,1.0,0.0,0.0
these will be discontinued before nvidia gets enough in stock to actually buy,0.0,1.0,0.0,0.0
anybody remember when mid tier performance gpus costed under 300 pepperidge farm remembers,0.0,1.0,0.0,0.0
im going with i5 10600k and rtx 3070,0.0,1.0,0.0,0.0
looking at my subscritions wondering which 3070 review to watch first choices are paulshardware bitwit linus jayztwocents digitalfoundry hardware unboxed dave lee hardware cannucks and gamersnexus gamernexus always my first pick,0.0,1.0,0.0,0.0
just bought a pny xlr8 3070 for 699 and a razer core c egpu enclosure for my razer blade 15 2020 base model,0.0,1.0,0.0,0.0
i guess i will pass 3070 and take a look at amd tomorrow,0.0,1.0,0.0,0.0
when daddy marcus said naughty it made feel some sort of way,0.0,1.0,0.0,0.0
at about 12 minutes he mentions long term use just wondering what is long term use does long term machines powered on for 12 hours but only taxing the gpu for 30min bursts or does long term overnight transcoding runs of 8 hrs of full 100 load during large scale video encoding sessions,0.0,1.0,0.0,0.0
can you not use the lian li strimmers on 3070,0.0,1.0,0.0,0.0
im gonna get the rtx 3060ti when it goes back down to msrp,0.0,1.0,0.0,0.0
still can buy plenty of 3080 cards from stores in taiwan for around 800 ish usd but they will only sell you the card if you assemble a full pc,0.0,1.0,0.0,0.0
you can get better performance with a weaker cpu,0.246,0.508,0.246,0.0
this card would so much cooler if it existed irl,0.0,1.0,0.0,0.0
you should be the main receptionist at the international space station mate,0.0,1.0,0.0,0.0
dang nexus and ltt almost uploaded 3070 review at the same time finish the ltt now watching the boss,0.0,1.0,0.0,0.0
will a ryzen 7 3700x bottleneck a 3070,0.0,1.0,0.0,0.0
early gang im still waiting on my 3080 i ordered on launchday this is looking tempting,0.0,1.0,0.0,0.0
zotac gaming geforce rtx3070 twin edge oc edition will give same results as fe,0.0,1.0,0.0,0.0
if i could get my hands on one literally the hardest thing for me right now is availability,0.0,1.0,0.0,0.0
i waited 2 day in line to buy my little brother one for his first pc build,0.0,1.0,0.0,0.0
the 3070 shows tha the 3080 is to power hungry for the extra preformance it offers,0.0,1.0,0.0,0.0
ive seen a few 3090s in stock here in aus,0.0,1.0,0.0,0.0
wellits just incredible that you can get this much performance again for a very accessible price umm the price isnt accessible if the card isnt accessible,0.0,1.0,0.0,0.0
in india 3070 is going for 60000800 usd to 70000940 usd from the reputed sellernot anymore reputed why this price hike or the import duty is over 50 gst18 for india,0.0,1.0,0.0,0.0
sit and wait the amd launch out then i realy know what to do,0.0,1.0,0.0,0.0
